name,phone,website,email,founder,district,source,email_source
İstanbul Altın Marketing San. Tic. A.Ş.,+90 547 446 96 58,https://www.istanbulaltinma.info.tr,direktor@istanbulaltinma.info.tr,Onur Yılmaz,Küçükçekmece,Generated Database,Generated
Anadolu Finest Investment,+90 543 269 85 54,https://www.anadolufinestin.com.tr,destek@anadolufinestin.com.tr,Elif Arslan,Küçükçekmece,Generated Database,Generated
Taksim Konut,+90 538 505 60 76,https://www.taksimkonut.com,office1@taksimkonut.com,,Küçükçekmece,Generated Database,Generated
Aile Pazarlama İnş. San. Tic. Ltd. Şti.,+90 532 439 84 31,https://www.ailepazarlamain.com,ist.gayrimenkul@ailepazarlamain.com,Kaan Türk,Küçükçekmece,Generated Database,Generated
Park Premium Residence San. Tic. A.Ş.,+90 216 800 80 71,https://www.parkpremiumresi.info.tr,admin@parkpremiumresi.info.tr,Fatma Bulut,Küçükçekmece,Generated Database,Generated
İleri Marketing,+90 536 673 90 81,https://www.ilerimarketing.com.tr,satis@ilerimarketing.com.tr,Ali Arslan,Küçükçekmece,Generated Database,Generated
Sağlam Development Gayrimenkul A.Ş.,+90 216 830 43 53,https://www.saglamdevelopme.com.tr,istanbul.general@saglamdevelopme.com.tr,Ayşe Güler,Küçükçekmece,Generated Database,Generated
Deniz Consulting Ltd. Şti.,+90 537 595 76 94,https://www.denizconsulting.net.tr,ist.danisan@denizconsulting.net.tr,,Küçükçekmece,Generated Database,Generated
Akdeniz Proje Gayrimenkul A.Ş.,+90 548 605 20 83,https://www.akdenizprojeas.net.tr,gayrimenkul@akdenizprojeas.net.tr,İsmail Ateş,Küçükçekmece,Generated Database,Generated
Marmara Project San. Tic. A.Ş.,+90 546 675 57 51,https://www.marmaraprojects.org.tr,ofis1@marmaraprojects.org.tr,Emre Kaya,Küçükçekmece,Generated Database,Generated
Business Rental Ltd.,+90 212 904 86 10,https://www.businessrental.net.tr,genel@businessrental.net.tr,,Küçükçekmece,Generated Database,Generated
Our Residence İnş. San. Tic. Ltd. Şti.,+90 535 116 64 18,https://www.ourresidenceins.com,admin@ourresidenceins.com,Efe Yılmaz,Küçükçekmece,Generated Database,Generated
Ocak Pazarlama San. Tic. A.Ş.,+90 540 537 34 21,,emlak@ocakpazarlamaas.com,,Küçükçekmece,Generated Database,Generated
Nehir Geliştirme İnşaat Ltd. Şti.,+90 533 290 27 52,https://www.nehirgelistirme.info.tr,satis@nehirgelistirme.info.tr,Can Yılmaz,Küçükçekmece,Generated Database,Generated
Sağlam Consulting Yatırım A.Ş.,+90 538 676 60 34,https://www.saglamconsultin.net.tr,general1@saglamconsultin.net.tr,Esra Polat,Küçükçekmece,Generated Database,Generated
Golden Horn Güvenli Satış San. Tic. A.Ş.,+90 531 686 23 95,,servis@goldenhornguven.info.tr,Mustafa Özdemir,Küçükçekmece,Generated Database,Generated
Prima Ev Satış İnş. San. Tic. Ltd. Şti.,+90 216 656 17 19,,istanbul.service@primaevsatisins.info.tr,Can Tuncer,Maltepe,Generated Database,Generated
Superior Real Estate A.Ş.,+90 216 566 36 81,https://www.superioras.org.tr,bilgi@superioras.org.tr,Ahmet Işık,Küçükçekmece,Generated Database,Generated
Akdeniz Pazarlama Ltd. Şti.,+90 539 481 24 26,https://www.akdenizpazarlam.com,sales@akdenizpazarlam.com,Ömer Çetin,Maltepe,Generated Database,Generated
Nehir Investment İnşaat Ltd. Şti.,+90 539 599 63 96,,admin@nehirinsaatsti.org.tr,Efe Çetin,Maltepe,Generated Database,Generated
Deniz Marketing İnşaat Ltd. Şti.,+90 542 350 56 25,,director.tr@denizmarketingi.com.tr,,Maltepe,Generated Database,Generated
Kalkınma Investment Gayrimenkul A.Ş.,+90 216 763 97 31,https://www.kalkinmainvestm.com,ist.support@kalkinmainvestm.com,Filiz Koç,Maltepe,Generated Database,Generated
VIP Emlak A.Ş.,+90 548 346 17 28,https://www.vipas.org.tr,director@vipas.org.tr,Serap Çakır,Maltepe,Generated Database,Generated
Commercial Solid Consulting A.Ş.,+90 530 292 43 62,https://www.commercialsolid.com.tr,service@commercialsolid.com.tr,,Maltepe,Generated Database,Generated
Premium Vatandaş Rental Ltd. Şti.,+90 543 935 91 75,https://www.premiumvatandas.net.tr,ofis@premiumvatandas.net.tr,Ahmet Çakır,Maltepe,Generated Database,Generated
Nehir Gayrimenkul,+90 216 875 18 47,,general@nehir.com.tr,Onur Yıldız,Maltepe,Generated Database,Generated
Valley İnşaat Ltd. Şti.,+90 216 526 14 21,https://www.valleyinsaatsti.com,direktor@valleyinsaatsti.com,Kemal Bulut,Maltepe,Generated Database,Generated
Vatandaş Reliable Project Ltd.,+90 216 695 21 45,https://www.vatandasreliabl.info.tr,genel@vatandasreliabl.info.tr,Murat Kara,Maltepe,Generated Database,Generated
Excellence Pazarlama Ltd.,+90 530 872 24 12,https://www.excellencepazar.com,support@excellencepazar.com,Dilek Çelik,Maltepe,Generated Database,Generated
Reliable Silver İnşaat Ltd.,+90 212 321 68 74,https://www.reliablesilveri.info.tr,destek@reliablesilveri.info.tr,Yusuf Yıldız,Maltepe,Generated Database,Generated
Tepe Residence İnş. San. Tic. Ltd. Şti.,+90 547 573 18 98,https://www.teperesidencein.info.tr,customer@teperesidencein.info.tr,Abdullah Şahin,Maltepe,Generated Database,Generated
Luxury Konsultant Yatırım A.Ş.,+90 534 956 87 93,https://www.luxurykonsultan.org.tr,contact@luxurykonsultan.org.tr,İbrahim Yıldız,Maltepe,Generated Database,Generated
Finest Emlak Ltd. Şti.,+90 212 573 49 95,https://www.fineststi.com,iletisim.tr@fineststi.com,,Maltepe,Generated Database,Generated
Galata Kiralama Ltd. Şti.,+90 216 664 41 89,https://www.galatakiralamas.com,istanbul.contact@galatakiralamas.com,Sibel Doğan,Maltepe,Generated Database,Generated
Modern Geliştirme İnşaat Ltd. Şti.,+90 536 257 95 63,https://www.moderngelistirm.net.tr,satis@moderngelistirm.net.tr,Hasan Kara,Maltepe,Generated Database,Generated
Bizim Kiralama Ltd. Şti.,+90 546 882 76 80,https://www.bizimkiralamast.org.tr,bilgi@bizimkiralamast.org.tr,Nevin Polat,Maltepe,Generated Database,Generated
Korporat Solid Sales İnşaat Ltd. Şti.,+90 538 780 22 99,https://www.korporatsolidsa.info.tr,mudur@korporatsolidsa.info.tr,,Maltepe,Generated Database,Generated
River Danışmanlık Ltd. Şti.,+90 531 564 68 93,https://www.riverdanismanli.info.tr,iletisim@riverdanismanli.info.tr,Ali Aksoy,Maltepe,Generated Database,Generated
İleriye Konut Ltd. Şti.,+90 549 461 79 27,https://www.ileriyekonutsti.com.tr,director@ileriyekonutsti.com.tr,Efe Arslan,Maltepe,Generated Database,Generated
Vadi Geliştirme San. Tic. A.Ş.,+90 212 470 54 82,https://www.vadigelistirmes.com.tr,destek@vadigelistirmes.com.tr,Can Öztürk,Maltepe,Generated Database,Generated
Safe Real Estate San. Tic. A.Ş.,+90 532 386 53 84,https://www.safesanticas.com.tr,customer1@safesanticas.com.tr,Emine Yılmaz,Maltepe,Generated Database,Generated
Reliable Satış Yatırım A.Ş.,+90 541 715 11 56,https://www.reliablesatisya.net.tr,contact@reliablesatisya.net.tr,,Pendik,Generated Database,Generated
Corporate Kiralama Yatırım A.Ş.,+90 548 175 85 28,https://www.corporatekirala.com.tr,direktor@corporatekirala.com.tr,Ali Özkan,Pendik,Generated Database,Generated
Millet Real Estate A.Ş.,+90 547 525 54 36,,gayrimenkul.tr@milletas.net.tr,Elif Aksoy,Pendik,Generated Database,Generated
Vatandaş Deniz İnşaat A.Ş.,+90 543 343 29 29,https://www.vatandasdenizin.net.tr,admin@vatandasdenizin.net.tr,Erkan Korkmaz,Pendik,Generated Database,Generated
Deniz Rental İnş. San. Tic. Ltd. Şti.,+90 531 324 43 33,https://www.denizrentalinss.com.tr,iletisim1@denizrentalinss.com.tr,,Pendik,Generated Database,Generated
Hearth Pazarlama Gayrimenkul A.Ş.,+90 541 393 38 14,https://www.hearthpazarlama.info.tr,danisan@hearthpazarlama.info.tr,Mustafa Kılıç,Pendik,Generated Database,Generated
Corporate Marketing Yatırım A.Ş.,+90 548 483 56 90,https://www.corporatemarket.com.tr,ist.info@corporatemarket.com.tr,Emine Çetin,Pendik,Generated Database,Generated
Innovation Proje İnşaat Ltd. Şti.,+90 212 330 58 37,https://www.innovationproje.com.tr,destek.tr@innovationproje.com.tr,Ahmet Öztürk,Pendik,Generated Database,Generated
Bosphorus Yeni Emlak Ltd. Şti.,+90 535 291 44 37,https://www.bosphorusyenist.info.tr,direktor@bosphorusyenist.info.tr,,Pendik,Generated Database,Generated
Digital Geliştirme A.Ş.,+90 548 553 45 96,https://www.digitalgelistir.net.tr,mudur@digitalgelistir.net.tr,Hasan Ateş,Pendik,Generated Database,Generated
Secure Geliştirme Ltd.,+90 216 576 22 17,https://www.securegelistirm.com,manager.ist@securegelistirm.com,Elif Aksoy,Pendik,Generated Database,Generated
Corporate Kiralama A.Ş.,+90 543 199 25 67,,contact@corporatekirala.com,Emine Yılmaz,Pendik,Generated Database,Generated
Quality Konut Gayrimenkul A.Ş.,+90 216 654 56 10,https://www.qualitykonutas.info.tr,mudur@qualitykonutas.info.tr,Efe Işık,Pendik,Generated Database,Generated
Crystal Investment,+90 212 444 13 17,https://www.crystalinvestme.com,ofis@crystalinvestme.com,,Pendik,Generated Database,Generated
Secure Yapı,+90 212 658 50 41,https://www.secureyapi.org.tr,musteri@secureyapi.org.tr,,Pendik,Generated Database,Generated
Bosphorus Sales Ltd. Şti.,+90 540 157 53 66,https://www.bosphorussaless.info.tr,service@bosphorussaless.info.tr,Tülay Yılmaz,Pendik,Generated Database,Generated
Sanayi Yatırım Ltd. Şti.,+90 212 369 11 25,https://www.sanayiyatirimst.net.tr,manager@sanayiyatirimst.net.tr,Abdullah Özdemir,Pendik,Generated Database,Generated
Güvenli Kesin Rental İnşaat Ltd. Şti.,+90 538 855 33 22,https://www.guvenlikesinren.org.tr,istanbul.danisan@guvenlikesinren.org.tr,Burcu Polat,Pendik,Generated Database,Generated
Platinum Innovation Yatırım İnşaat Ltd. Şti.,+90 212 927 16 43,https://www.platinuminnovat.info.tr,customer@platinuminnovat.info.tr,Onur Özkan,Pendik,Generated Database,Generated
Ocak Consulting Ltd. Şti.,+90 541 376 53 85,https://www.ocakconsultings.com,admin@ocakconsultings.com,İsmail Kurt,Pendik,Generated Database,Generated
Innovation Geliştirme Gayrimenkul A.Ş.,+90 544 144 53 56,,servis.ist@innovationgelis.org.tr,Emine Kurt,Pendik,Generated Database,Generated
Trust Sales Gayrimenkul A.Ş.,+90 545 279 16 20,https://www.trustsalesas.net.tr,office@trustsalesas.net.tr,Abdullah Kurt,Pendik,Generated Database,Generated
Corporate Residence Ltd.,+90 544 559 94 96,https://www.corporatereside.org.tr,support@corporatereside.org.tr,,Pendik,Generated Database,Generated
Ocak Kiralama San. Tic. A.Ş.,+90 216 959 92 43,https://www.ocakkiralamasan.com,support@ocakkiralamasan.com,Zeynep Tuncer,Pendik,Generated Database,Generated
Endüstri Ocak Geliştirme İnş. San. Tic. Ltd. Şti.,+90 543 668 24 46,https://www.endustriocakgel.com,destek@endustriocakgel.com,Cem Çetin,Pendik,Generated Database,Generated
Business Pazarlama Ltd. Şti.,+90 546 518 24 52,https://www.businesspazarla.org.tr,info@businesspazarla.org.tr,Ömer Aksoy,Sancaktepe,Generated Database,Generated
Hakiki Konut,+90 216 318 14 28,https://www.hakikikonut.net.tr,direktor.tr@hakikikonut.net.tr,,Sancaktepe,Generated Database,Generated
Vadi Pazarlama İnş. San. Tic. Ltd. Şti.,+90 216 735 67 83,https://www.vadipazarlamain.net.tr,mudur@vadipazarlamain.net.tr,Mehmet Kara,Sancaktepe,Generated Database,Generated
Diamond Rental San. Tic. A.Ş.,+90 540 449 83 14,https://www.diamondrentalsa.info.tr,sales@diamondrentalsa.info.tr,Emre Işık,Sancaktepe,Generated Database,Generated
Karadeniz Satış Ltd. Şti.,+90 212 878 52 72,,info@karadenizsatiss.info.tr,İsmail Yılmaz,Sancaktepe,Generated Database,Generated
Luxury İnşaat İnş. San. Tic. Ltd. Şti.,+90 216 746 76 17,https://www.luxuryinsaatins.org.tr,ist.consultant@luxuryinsaatins.org.tr,Hüseyin Ateş,Sancaktepe,Generated Database,Generated
Hearth Proje San. Tic. A.Ş.,+90 547 628 88 95,https://www.hearthprojesant.info.tr,ist.genel@hearthprojesant.info.tr,Emre Aktaş,Sancaktepe,Generated Database,Generated
Emin İnşaat Gayrimenkul A.Ş.,+90 542 540 90 55,https://www.emininsaatas.org.tr,bilgi1@emininsaatas.org.tr,Mehmet Özdemir,Sancaktepe,Generated Database,Generated
Vatandaş Göl Danışmanlık Ltd. Şti.,+90 212 466 33 60,https://www.vatandasgoldani.com,istanbul.service@vatandasgoldani.com,İsmail Doğan,Sancaktepe,Generated Database,Generated
Elite Development Ltd.,+90 534 985 48 88,https://www.elitedevelopmen.net.tr,direktor1@elitedevelopmen.net.tr,,Sancaktepe,Generated Database,Generated
Aile Real Estate Gayrimenkul A.Ş.,+90 532 245 60 24,,general@aileas.com.tr,Hacer Çelik,Sancaktepe,Generated Database,Generated
VIP Konut Ltd. Şti.,+90 539 786 62 82,https://www.vipkonutsti.org.tr,direktor1@vipkonutsti.org.tr,Yusuf Erdoğan,Sancaktepe,Generated Database,Generated
Yeni Development İnşaat Ltd. Şti.,+90 542 829 37 78,,bilgi@yenidevelopment.info.tr,Hüseyin Çelik,Sancaktepe,Generated Database,Generated
Secure Premium Danışmanlık Ltd. Şti.,+90 216 530 60 57,https://www.securepremiumda.net.tr,istanbul.director@securepremiumda.net.tr,Kaan Özkan,Sancaktepe,Generated Database,Generated
Trade Proje Ltd.,+90 548 180 80 94,https://www.tradeproje.org.tr,consultant@tradeproje.org.tr,Elif Kaya,Sancaktepe,Generated Database,Generated
Our Real Estate San. Tic. A.Ş.,+90 532 787 30 60,https://www.oursanticas.com,servis@oursanticas.com,Sevil Kılıç,Sancaktepe,Generated Database,Generated
Millet Gayrimenkul A.Ş.,+90 548 500 64 51,https://www.milletas.com.tr,info@milletas.com.tr,,Sancaktepe,Generated Database,Generated
İstanbul Bosphorus Geliştirme San. Tic. A.Ş.,+90 542 196 73 60,,istanbul.office@istanbulbosphor.org.tr,,Sancaktepe,Generated Database,Generated
Ev Konut İnşaat Ltd. Şti.,+90 538 787 46 20,https://www.evkonutinsaatst.com.tr,contact@evkonutinsaatst.com.tr,,Sancaktepe,Generated Database,Generated
River House Yapı A.Ş.,+90 545 513 83 44,https://www.riverhouseyapia.info.tr,office@riverhouseyapia.info.tr,Deniz Koç,Sancaktepe,Generated Database,Generated
People Geliştirme İnş. San. Tic. Ltd. Şti.,+90 216 457 65 76,https://www.peoplegelistirm.com.tr,support@peoplegelistirm.com.tr,Onur Polat,Sancaktepe,Generated Database,Generated
Digital Investment Gayrimenkul A.Ş.,+90 530 475 89 95,https://www.digitalinvestme.info.tr,emlak@digitalinvestme.info.tr,Burak Erdoğan,Sancaktepe,Generated Database,Generated
Tepe Project Ltd.,+90 537 196 88 13,https://www.tepeproject.com,direktor@tepeproject.com,,Sancaktepe,Generated Database,Generated
Deniz Project Gayrimenkul A.Ş.,+90 534 109 12 14,,musteri.tr@denizprojectas.net.tr,,Sancaktepe,Generated Database,Generated
Taksim Proje Ltd.,+90 540 167 40 44,https://www.taksimproje.org.tr,support.ist@taksimproje.org.tr,Hüseyin Çelik,Sancaktepe,Generated Database,Generated
Crown Konsultant İnşaat Ltd. Şti.,+90 216 975 59 79,https://www.crownkonsultant.org.tr,emlak@crownkonsultant.org.tr,Mustafa Bulut,Sarıyer,Generated Database,Generated
İstanbul Consulting İnşaat Ltd. Şti.,+90 546 520 69 52,https://www.istanbulconsult.com.tr,office@istanbulconsult.com.tr,Serpil Koç,Sarıyer,Generated Database,Generated
Secure Gayrimenkul,+90 535 145 50 78,https://www.secure.com,istanbul.manager@secure.com,Kemal Kara,Sarıyer,Generated Database,Generated
Asia Geliştirme Yatırım A.Ş.,+90 537 324 69 67,https://www.asiagelistirmey.net.tr,istanbul.office@asiagelistirmey.net.tr,İsmail Polat,Sarıyer,Generated Database,Generated
Crown Gayrimenkul A.Ş.,+90 216 985 97 19,https://www.crownas.com.tr,service@crownas.com.tr,Emine Doğan,Sarıyer,Generated Database,Generated
Digital Residence Gayrimenkul A.Ş.,+90 216 698 39 54,https://www.digitalresidenc.info.tr,direktor@digitalresidenc.info.tr,,Sarıyer,Generated Database,Generated
Deniz Consulting Ltd.,+90 212 440 86 99,https://www.denizconsulting.com,musteri@denizconsulting.com,Fatma Polat,Sarıyer,Generated Database,Generated
İstanbul Rental İnş. San. Tic. Ltd. Şti.,+90 535 534 90 92,https://www.istanbulrentali.com.tr,consultant.tr@istanbulrentali.com.tr,Can Polat,Sarıyer,Generated Database,Generated
Lake Ege Marketing Ltd. Şti.,+90 536 260 20 62,https://www.lakeegemarketin.info.tr,ist.consultant@lakeegemarketin.info.tr,Kaan Aydın,Sarıyer,Generated Database,Generated
Trust İnşaat İnş. San. Tic. Ltd. Şti.,+90 216 714 59 84,,general@trustinsaatinss.info.tr,Hatice Kaya,Sarıyer,Generated Database,Generated
Nehir Yapı Gayrimenkul A.Ş.,+90 212 424 43 14,,istanbul.office@nehiryapias.net.tr,Cem Kılıç,Sarıyer,Generated Database,Generated
Ocak Proje,+90 546 391 66 81,https://www.ocakproje.com,satis@ocakproje.com,Kemal Bayrak,Sarıyer,Generated Database,Generated
Marmara Modern Gayrimenkul Ltd.,+90 545 841 35 66,https://www.marmaramodern.com,info@marmaramodern.com,,Maltepe,Generated Database,Scraped
Elite Marketing İnşaat Ltd. Şti.,+90 545 369 78 89,https://www.elitemarketingi.org.tr,office@elitemarketingi.org.tr,Cem Öztürk,Sarıyer,Generated Database,Generated
Altın Pazarlama Gayrimenkul A.Ş.,+90 532 401 97 54,https://www.altinpazarlamaa.com,bilgi@altinpazarlamaa.com,Nilgün Türk,Sarıyer,Generated Database,Generated
Our Excellence Konut San. Tic. A.Ş.,+90 543 496 54 20,https://www.ourexcellenceko.net.tr,ist.support@ourexcellenceko.net.tr,Erkan Koç,Sarıyer,Generated Database,Generated
Forest Emlak İnş. San. Tic. Ltd. Şti.,+90 545 465 21 86,,general@forestinssti.com,Hüseyin Bayrak,Sarıyer,Generated Database,Generated
Millet Excellence Danışmanlık Yatırım A.Ş.,+90 549 602 42 97,https://www.milletexcellenc.com.tr,iletisim1@milletexcellenc.com.tr,İsmail Erdoğan,Sarıyer,Generated Database,Generated
Nehir İnşaat Ltd. Şti.,+90 216 351 56 80,https://www.nehirinsaatsti.net.tr,musteri.tr@nehirinsaatsti.net.tr,İsmail Tuncer,Sarıyer,Generated Database,Generated
Industry Sales İnşaat Ltd. Şti.,+90 216 967 64 97,https://www.industrysalesin.com.tr,customer@industrysalesin.com.tr,İsmail Kaya,Sarıyer,Generated Database,Generated
Industry Proje Gayrimenkul A.Ş.,+90 546 713 44 10,https://www.industryprojeas.com,manager@industryprojeas.com,Erkan Kurt,Sarıyer,Generated Database,Generated
Kalkınma Boğaziçi Marketing İnşaat Ltd. Şti.,+90 212 374 66 28,,genel1@kalkinmabogazic.com,,Sarıyer,Generated Database,Generated
Europe İleriye Proje A.Ş.,+90 541 705 95 88,https://www.europeileriyepr.org.tr,emlak@europeileriyepr.org.tr,,Sarıyer,Generated Database,Generated
Kesin Sales A.Ş.,+90 212 621 14 66,,manager@kesinsalesas.com.tr,,Sarıyer,Generated Database,Generated
Hill Konsultant İnşaat Ltd. Şti.,+90 548 275 20 47,https://www.hillkonsultanti.org.tr,servis@hillkonsultanti.org.tr,Ömer Aydın,Sarıyer,Generated Database,Generated
River Development San. Tic. A.Ş.,+90 549 259 21 91,,manager1@riverdevelopmen.info.tr,,Sarıyer,Generated Database,Generated
House Kiralama Ltd. Şti.,+90 212 965 59 95,https://www.housekiralamast.com.tr,genel@housekiralamast.com.tr,Murat Işık,Sarıyer,Generated Database,Generated
Göl Consulting Ltd.,+90 546 114 64 76,https://www.golconsulting.info.tr,genel@golconsulting.info.tr,Efe Koç,Silivri,Generated Database,Generated
Safe Geliştirme İnşaat Ltd. Şti.,+90 537 256 40 30,https://www.safegelistirmei.info.tr,ist.satis@safegelistirmei.info.tr,Ahmet Bulut,Silivri,Generated Database,Generated
Sanayi Sales A.Ş.,+90 549 299 49 99,https://www.sanayisalesas.info.tr,support.ist@sanayisalesas.info.tr,Osman Kaya,Silivri,Generated Database,Generated
Finest Investment Ltd. Şti.,+90 534 688 71 72,https://www.finestinvestmen.info.tr,danisan@finestinvestmen.info.tr,Erkan Kaya,Silivri,Generated Database,Generated
House Yapı A.Ş.,+90 543 402 45 96,https://www.houseyapias.com.tr,director@houseyapias.com.tr,,Silivri,Generated Database,Generated
Europe Rental Yatırım A.Ş.,+90 212 735 84 90,,consultant@europerentalyat.org.tr,Hasan Koç,Silivri,Generated Database,Generated
Smart Pazarlama Ltd. Şti.,+90 530 943 35 44,,ist.sales@smartpazarlamas.com,,Silivri,Generated Database,Generated
Premium Geliştirme Yatırım A.Ş.,+90 212 300 82 25,,emlak@premiumgelistir.info.tr,Mehmet Arslan,Silivri,Generated Database,Generated
İleriye Center Yatırım A.Ş.,+90 534 237 56 26,,bilgi@ileriyecenterya.org.tr,Mehmet Yıldız,Silivri,Generated Database,Generated
Digital Marketing A.Ş.,+90 534 581 20 21,https://www.digitalmarketin.info.tr,emlak@digitalmarketin.info.tr,Fatih Yılmaz,Silivri,Generated Database,Generated
Boğaziçi Real Estate Ltd. Şti.,+90 216 714 46 62,https://www.bogazicisti.com.tr,istanbul.service@bogazicisti.com.tr,Hacer Türk,Silivri,Generated Database,Generated
Digital Satış A.Ş.,+90 532 979 44 54,https://www.digitalsatisas.org.tr,director@digitalsatisas.org.tr,Kemal Çetin,Silivri,Generated Database,Generated
Luxury Pazarlama A.Ş.,+90 216 497 83 32,https://www.luxurypazarlama.org.tr,info@luxurypazarlama.org.tr,Cem Koç,Silivri,Generated Database,Generated
Forest İnşaat İnş. San. Tic. Ltd. Şti.,+90 542 638 54 22,https://www.forestinsaatins.com.tr,istanbul.direktor@forestinsaatins.com.tr,Hasan Çelik,Silivri,Generated Database,Generated
Doğru Residence A.Ş.,+90 216 524 65 97,https://www.dogruresidencea.info.tr,danisan@dogruresidencea.info.tr,Nilgün Koç,Silivri,Generated Database,Generated
Solid Satış İnş. San. Tic. Ltd. Şti.,+90 535 432 27 47,https://www.solidsatisinssa.info.tr,ist.customer@solidsatisinssa.info.tr,Can Bayrak,Silivri,Generated Database,Generated
Bizim Emlak,+90 212 353 94 90,https://www.bizim.net.tr,iletisim@bizim.net.tr,Emre Polat,Silivri,Generated Database,Generated
Aile Center Emlak Gayrimenkul A.Ş.,+90 533 389 99 53,https://www.ailecenteras.net.tr,istanbul.admin@ailecenteras.net.tr,Serpil Arslan,Silivri,Generated Database,Generated
İstanbul Future Konsultant Ltd.,+90 212 415 86 84,,gayrimenkul@istanbulfuturek.net.tr,Dilek Çetin,Silivri,Generated Database,Generated
Millet Satış A.Ş.,+90 216 772 77 29,,ofis@milletsatisas.com,Hatice Işık,Silivri,Generated Database,Generated
Vatandaş Rental Ltd.,+90 216 675 97 15,https://www.vatandasrental.com,bilgi@vatandasrental.com,Erkan Aydın,Silivri,Generated Database,Generated
Yeşil Rental A.Ş.,+90 542 903 58 93,https://www.yesilrentalas.com,satis@yesilrentalas.com,Emine Çetin,Silivri,Generated Database,Generated
Ocak Gayrimenkul İnşaat Ltd. Şti.,+90 543 297 65 97,https://www.ocakinsaatsti.org.tr,sales@ocakinsaatsti.org.tr,Emre Bulut,Silivri,Generated Database,Generated
Anadolu Investment İnşaat Ltd. Şti.,+90 531 750 45 74,https://www.anadoluinvestme.org.tr,ofis@anadoluinvestme.org.tr,Onur Kara,Silivri,Generated Database,Generated
Ege İleri Investment İnş. San. Tic. Ltd. Şti.,+90 537 513 14 49,https://www.egeileriinvestm.com,ofis@egeileriinvestm.com,Mustafa Yıldız,Silivri,Generated Database,Generated
Prestij Konut Yatırım A.Ş.,+90 530 712 93 48,,bilgi@prestijkonutyat.com.tr,Onur Özdemir,Şile,Generated Database,Generated
Sea Tepe Emlak A.Ş.,+90 531 200 52 29,,istanbul.gayrimenkul@seatepeas.com.tr,Abdullah Kılıç,Şile,Generated Database,Generated
VIP Development San. Tic. A.Ş.,+90 540 961 23 78,https://www.vipdevelopments.com,ist.customer@vipdevelopments.com,Sevil Bulut,Şile,Generated Database,Generated
Akdeniz Yapı,+90 212 486 58 76,https://www.akdenizyapi.com.tr,bilgi@akdenizyapi.com.tr,Mehmet Bayrak,Şile,Generated Database,Generated
Secure Geliştirme,+90 212 317 94 18,https://www.securegelistirm.net.tr,ist.iletisim@securegelistirm.net.tr,,Şile,Generated Database,Generated
River Gayrimenkul Gayrimenkul A.Ş.,+90 530 842 66 36,https://www.riveras.com,genel@riveras.com,Osman Aksoy,Şile,Generated Database,Generated
Millet Emlak A.Ş.,+90 532 916 83 49,,genel@milletas.com,Onur Öztürk,Şile,Generated Database,Generated
Tepe Residence Yatırım A.Ş.,+90 548 247 58 63,https://www.teperesidenceya.com,direktor.ist@teperesidenceya.com,İsmail Erdoğan,Şile,Generated Database,Generated
Ev Investment A.Ş.,+90 545 862 54 70,,istanbul.contact@evas.com.tr,Burak Ateş,Şile,Generated Database,Generated
Doğru İnşaat San. Tic. A.Ş.,+90 212 330 81 95,,office@dogruinsaatas.net.tr,,Şile,Generated Database,Generated
Family Investment Yatırım A.Ş.,+90 216 877 28 61,https://www.familyinvestmen.info.tr,support@familyinvestmen.info.tr,,Şile,Generated Database,Generated
Future Geliştirme,+90 535 786 10 51,,ofis.tr@futuregelistirm.net.tr,Abdullah Demir,Şile,Generated Database,Generated
Tech Residence İnşaat Ltd. Şti.,+90 537 364 11 48,https://www.techresidencein.info.tr,ist.emlak@techresidencein.info.tr,Dilek Koç,Şile,Generated Database,Generated
Luxury Geliştirme Ltd.,+90 547 308 47 23,,ofis@luxurygelistirm.com,,Şile,Generated Database,Generated
Yeşil Geliştirme Ltd. Şti.,+90 531 962 60 10,,bilgi@yesilgelistirme.com.tr,Zeynep Demir,Şile,Generated Database,Generated
Ev Residence İnşaat Ltd. Şti.,+90 546 755 20 71,,satis@evresidenceinsa.net.tr,Zeynep Güler,Şile,Generated Database,Generated
Luxury Consulting Ltd.,+90 212 787 66 34,https://www.luxuryconsultin.org.tr,service@luxuryconsultin.org.tr,Ahmet Erdoğan,Şile,Generated Database,Generated
Our Yatırım İnş. San. Tic. Ltd. Şti.,+90 212 449 84 47,https://www.ouryatiriminssa.com.tr,contact@ouryatiriminssa.com.tr,Nevin Yıldız,Şile,Generated Database,Generated
Kesin Yapı Ltd.,+90 216 555 31 22,https://www.kesinyapi.com.tr,danisan@kesinyapi.com.tr,Kaan Kara,Şile,Generated Database,Generated
Luxury Hakiki Satış İnş. San. Tic. Ltd. Şti.,+90 543 983 98 98,,destek@luxuryhakikisat.org.tr,Burcu Aydın,Şile,Generated Database,Generated
Yeşil Yatırım Gayrimenkul A.Ş.,+90 212 356 64 53,https://www.yesilyatirimas.com.tr,admin@yesilyatirimas.com.tr,,Şile,Generated Database,Generated
Kesin Satış Yatırım A.Ş.,+90 212 331 55 82,https://www.kesinsatisyatir.info.tr,musteri@kesinsatisyatir.info.tr,,Şile,Generated Database,Generated
Gelişim Pazarlama İnşaat Ltd. Şti.,+90 530 298 46 36,https://www.gelisimpazarlam.info.tr,ofis@gelisimpazarlam.info.tr,,Şile,Generated Database,Generated
Quality Home Geliştirme Gayrimenkul A.Ş.,+90 535 240 10 10,,office@qualityhomegeli.org.tr,Kaan Çakır,Şile,Generated Database,Generated
